id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description
1609934,majority rules,nan,2,1949,nan,m2636,nan,nan,nan,1949-1950, majority rules ,100,4994, majority rules ,series, game, abc,1949,1950," the object calls for a panel of three players to answer a question based on a majority decision. after a question is read, the players confer on an answer but before it can be stated, at least two players must agree that the answer they have chosen is correct. if they are correct, points are scored and prizes are awarded based on scores: the higher the score, the better the prizes. the series ran from september 2, 1949 to july 30, 1950. host: ed prentiss. "
2591212,the detectives,nan,2,1959,nan,d3231,nan,nan,nan,1959-1962, the detectives ,100,2020, the detectives ,series, crime drama, abc,1959,1962," matt holbrook is a seasoned detective and the head of an elite team of n.y.p.d. plainclothes detectives. matt personally selected his team and stories relate their efi""orts to battle the new breed of criminal _êî those who are becoming more sophisticated and not afraid to take a chance. matt feels, that to batde such criminals, he must fight back with methods and weapons as effective as theirs.the series, also known as robert taylor's the detectives, ran for 30 minutes from october 16, 1959 to september 22, 1961 (67 episodes); and for 60 minutes from september 29, 1961 to september 21, 1962 (30 episodes). cast: robert taylor (capt. matt holhrook), tige andrews {lt. john russo), adam west (sgt. steve nelson), mark goddard {sgt. chris ballard), ursula thiess (lisa bonay, the police reporter), russell thorson (lt. otto lindstrom), lee farr {lt.jim conway). theme song: ""the detectives theme"" by herschel burke gilbert. "
2604669,the eddie fisher show,nan,2,1957,nan,e3126,nan,nan,nan,1957-1959, the eddie fisher show ,100,2333, the eddie fisher show ,series, variety, nbc,1957,1959," an hour of music and songs with singer eddie fisher as the host. the program ahernates weekly with the george gobel show and ran from september 24, 1957 to march 17, 1959. host: eddie fisher. regulars: george gobel, debbie reynolds, erin o'brien, the johnny mann singers. orchestra: buddy bregman. "
3154462,you bet your life,nan,2,1950,nan,y1364,nan,nan,nan,1950-1961, you bet your life ,100,9284, you bet your life ,series, game, nbc,1950,1961," two players, working as a team, compete. contestants are first interviewed then must answer a series of questions. the team receives $100 betting money. a player selects a question (based on a previously chosen category) by its cash amount ($10 to $100). a correct response adds the chosen amount to their cash score; an incorrect response cuts the cash total in half. the team with the highest cash score is the winner and receives the opportunity to win $500 by answering a difiicult general knowledge question. if the question remains unanswered, the money rolls over into a larger jackpot (and continues to grow until it is won). players can also win money if they say ""the secret word"" (seen at the beginning of the show) during their conversation with the host. selected episodes are syndicated as the best of groucho. host: groucho marx. assistant: george fenneman. secret word girl: marilyn burtis. announcer: george fenneman. theme song: ""hooray for captain spaulding"" by bert kalmar, harry ruby. "
2624213,the further adventures of ellery queen,nan,2,1958,nan,f6363,nan,nan,nan,1958-1959, the further adventures of ellery queen ,100,2924, the further adventures of ellery queen ,series, crime drama, nbc,1958,1959," stories follow the cases of ellery queen, a sophisticated gentleman detective and writer living in new york city, as he helps his father, inspector richard queen of the n.y.p.d., solve crimes to acquire story material. an updated version of the adventures of ellery queen. see also ellery queen. cast: george nader {ellery queen), lee philips {ellery queen; later), les tremayne {insp. richard queen). "
2624521,the gabby hayes show,nan,2,1950,nan,g12,nan,nan,nan,1950-1954, the gabby hayes show ,100,2935, the gabby hayes show ,series, children," nbc, abc",1950,1956," stories ofthe american west as seen through the experiences of western theatrical film star george ""gabby"" hayes, here as the foreman of the double bar m ranch (gabby is also the show's host and star of the various tales he tells). the series ran on nbc from december 11, 1950 to january 1, 1954; and on abc from may 12, 1956 to july 14, 1956. host-star: george ""gabby"" hayes. regulars: clifford sales, lee graham, robert f. simon, michael strong, irving winter, malcolm keer. "
2624532,the gabby hayes show,nan,2,1956,nan,g12,nan,nan,nan,1956-????, the gabby hayes show ,100,2935, the gabby hayes show ,series, children," nbc, abc",1950,1956," stories ofthe american west as seen through the experiences of western theatrical film star george ""gabby"" hayes, here as the foreman of the double bar m ranch (gabby is also the show's host and star of the various tales he tells). the series ran on nbc from december 11, 1950 to january 1, 1954; and on abc from may 12, 1956 to july 14, 1956. host-star: george ""gabby"" hayes. regulars: clifford sales, lee graham, robert f. simon, michael strong, irving winter, malcolm keer. "
2627189,the george burns show,nan,2,1958,nan,g6216,nan,nan,nan,1958-1959, the george burns show ,100,3007, the george burns show ,series, comedy, nbc,1958,1959," the life of george burns, an actor turned theatrical producer living in beverly hills, california. stories relate his attempts to overcome the chaotic situations that arise from auditions, performer tantrums, his son, ronnie's romantic entanglements, the antics of his secretary, blanche, and the endless efforts of his announcer, harry von zell, to convince george that he is capable of any role assignment. the series is a spin-off from the george burns and gracie allen show (george's wife, gracie allen, had retired from show business after the demise of their series in 1958). harry morton is blanche's husband; julie meredith is the aspiring actress; lily is the waitress; miss tenkins is george's secretary in later episodes. cast: george burns {george bums), ronnie burns{ronnie burns), harry von zell {harry von zell), bea benaderet {blanche morton), larry keating {harry morton) , barbara stuart {lily), julie meredith {julie meredith), lisa davis {miss tenkins). announcer: harry von zell. "
2628412,the gisele mackenzie show,nan,2,1957,nan,g2452,nan,nan,nan,1957-1958, the gisele mackenzie show ,100,3096, the gisele mackenzie show ,series, variety, nbc,1957,1958," a weekly program of music and songs with singer gisele mackenzie as the host. jack benny and charles isaacs are the producers. hostess: gisele mackenzie. vocalists: the dou-ble daters. announcer: jack narz, tom kennedy. orchestra: axel stordahl. "
2631331,the gordon macrae show,nan,2,1956,nan,g6352,nan,nan,nan,1956-????, the gordon macrae show ,100,3188, the gordon macrae show ,series, variety, nbc,1956,nan," a quarter-hour program of music and songs with singer-actor gordon macrae as the host. the series ran from march 5, 1956 to august 27, 1956.host: gordon macrae. vocalists: the cheerleaders. orchestra: van alexander. "
2633580,the great gildersleeve,nan,2,1954,nan,g6324,nan,nan,nan,1954-????, the great gildersleeve ,100,3227, the great gildersleeve ,series, comedy, syn.,1954,1955," the gildersleeve girdle works is a company owned by throckmorton p. (""gildy"") gildersleeve in the town of wistful vista. when his sister and her husband are killed in a car accident, gildy travels to nearby sommerfield to take over the administration of his brother-in-law's estate (an automobile agency that hasn't been doing well) and to find a home for their children, marjorie and leroy forrester. when gildy is unable to find a home for the children, he petitions the court to adopt them. during gildy's hasty attempts to resolve the situation and return to wistful vista, he encounters the objections of henry j. hooker, a judge who thinks that gildy, a carefree, womanizing bachelor.needs some discipline himself if he is to take care of his niece and nephew. hooker grants gildy custody of the children provided he posts a $100,000 bond and resides in sommerfield for six months. although reluctant, gildy agrees. the six month trial becomes a permanent stay for gildersleeve. he sells his girdle company and takes up residence in the forrester home at 217 elm street. he is later appointed the water commissioner by the mayor. gildy is also president of the jolly boys club (""all for one and one for all""; the weekly meeting is called ""jolly boys night""). as previously mentioned, gildy is a ladies' man. he compares his luck with women to that with streetcars: ""if one streetcar goes by without me, another will be along in a few minutes. the tracks are loaded."" while gildy has an eye for the ladies, they also have an eye for him: the southern belle leila ransom; kathryn milford, a nurse at sommerfield hospital's maternity ward; amy miller, a member of the sommerfield ladies' poetry club; and lois kimball, the librarian. birdie lee coggins is gildy's housekeeper; floyd munson is the town barber; mr. peavy owns peavy's pharmacy; and bessie is gildy's secretary. marjorie, who attends sommerfield high school, calls gildy ""unkie""; leroy, who attends sommerfield elementary school, calls gildy ""unk."" theme: ""the great gildersleeve,"" by jack meakin. cast: willard waterman {throckmorton p gildersleeve), stephanie grifiin {marjorie forrester), ronald keith {leroy forrester), shirley mitchell {leila ransom), doris singleton {lois), lillian randolph {birdie lee coggins), willis bochey {mayor terwilliger), forrest lewis {peavey), barbara stuart {bessie), earle ross {judge hooker), hal smith {floyd munsori). "
